40981;395;1;NULL
40982;395;136;NULL
40983;395;65;NULL
40984;395;66;NULL
40985;395;7;NULL
40986;395;199;NULL
40987;395;15;NULL
40988;395;87;NULL
40989;395;156;NULL
40990;395;24;NULL
40991;395;102;NULL
40992;395;100;NULL
40993;395;39;NULL
40994;395;99;NULL
40995;395;96;NULL
40996;395;97;NULL
40997;395;110;NULL
40998;395;43;NULL
40999;395;108;NULL
41000;395;40;NULL
41001;395;46;NULL
41002;395;118;NULL
41003;395;50;NULL
41004;395;49;NULL
41005;395;117;NULL
41006;395;116;NULL
41007;395;190;NULL
41008;395;191;NULL
41009;395;61;NULL
41010;395;60;NULL
