37441;1180;70;NULL
37442;1180;141;NULL
37443;1180;65;NULL
37444;1180;5;NULL
37445;1180;200;NULL
37446;1180;76;NULL
37447;1180;130;NULL
37448;1180;133;NULL
37449;1180;195;NULL
37450;1180;75;NULL
37451;1180;145;NULL
37452;1180;24;NULL
37453;1180;27;NULL
37454;1180;146;NULL
37455;1180;90;NULL
37456;1180;151;NULL
37457;1180;36;NULL
37458;1180;161;NULL
37459;1180;41;NULL
37460;1180;44;NULL
37461;1180;51;NULL
37462;1180;50;NULL
37463;1180;185;NULL
37464;1180;114;NULL
37465;1180;54;NULL
37466;1180;112;NULL
37467;1180;59;NULL
37468;1180;126;NULL
37469;1180;177;NULL
37470;1180;182;NULL
