41251;391;1;NULL
41252;391;136;NULL
41253;391;69;NULL
41254;391;141;NULL
41255;391;4;NULL
41256;391;6;NULL
41257;391;142;NULL
41258;391;77;NULL
41259;391;9;NULL
41260;391;72;NULL
41261;391;13;NULL
41262;391;152;NULL
41263;391;87;NULL
41264;391;19;NULL
41265;391;159;NULL
41266;391;145;NULL
41267;391;146;NULL
41268;391;94;NULL
41269;391;90;NULL
41270;391;101;NULL
41271;391;98;NULL
41272;391;167;NULL
41273;391;107;NULL
41274;391;165;NULL
41275;391;186;NULL
41276;391;116;NULL
41277;391;53;NULL
41278;391;126;NULL
41279;391;179;NULL
41280;391;121;NULL
