40231;370;136;NULL
40232;370;140;NULL
40233;370;142;NULL
40234;370;77;NULL
40235;370;131;NULL
40236;370;198;NULL
40237;370;132;NULL
40238;370;14;NULL
40239;370;195;NULL
40240;370;154;NULL
40241;370;22;NULL
40242;370;94;NULL
40243;370;149;NULL
40244;370;30;NULL
40245;370;35;NULL
40246;370;170;NULL
40247;370;33;NULL
40248;370;172;NULL
40249;370;97;NULL
40250;370;111;NULL
40251;370;43;NULL
40252;370;109;NULL
40253;370;104;NULL
40254;370;186;NULL
40255;370;118;NULL
40256;370;114;NULL
40257;370;191;NULL
40258;370;112;NULL
40259;370;52;NULL
40260;370;58;NULL
