35011;1086;69;NULL
35012;1086;1;NULL
35013;1086;141;NULL
35014;1086;143;NULL
35015;1086;6;NULL
35016;1086;196;NULL
35017;1086;12;NULL
35018;1086;152;NULL
35019;1086;82;NULL
35020;1086;22;NULL
35021;1086;145;NULL
35022;1086;146;NULL
35023;1086;29;NULL
35024;1086;32;NULL
35025;1086;99;NULL
35026;1086;42;NULL
35027;1086;162;NULL
35028;1086;108;NULL
35029;1086;107;NULL
35030;1086;105;NULL
35031;1086;187;NULL
35032;1086;190;NULL
35033;1086;54;NULL
35034;1086;191;NULL
35035;1086;114;NULL
35036;1086;53;NULL
35037;1086;58;NULL
35038;1086;177;NULL
35039;1086;63;NULL
35040;1086;122;NULL
