33151;523;137;NULL
33152;523;68;NULL
33153;523;139;NULL
33154;523;2;NULL
33155;523;197;NULL
33156;523;199;NULL
33157;523;78;NULL
33158;523;79;NULL
33159;523;73;NULL
33160;523;14;NULL
33161;523;85;NULL
33162;523;84;NULL
33163;523;156;NULL
33164;523;20;NULL
33165;523;23;NULL
33166;523;82;NULL
33167;523;93;NULL
33168;523;94;NULL
33169;523;89;NULL
33170;523;34;NULL
33171;523;171;NULL
33172;523;41;NULL
33173;523;160;NULL
33174;523;167;NULL
33175;523;104;NULL
33176;523;44;NULL
33177;523;118;NULL
33178;523;188;NULL
33179;523;59;NULL
33180;523;56;NULL
