39031;315;70;NULL
39032;315;131;NULL
39033;315;78;NULL
39034;315;73;NULL
39035;315;195;NULL
39036;315;135;NULL
39037;315;87;NULL
39038;315;93;NULL
39039;315;145;NULL
39040;315;92;NULL
39041;315;27;NULL
39042;315;30;NULL
39043;315;102;NULL
39044;315;171;NULL
39045;315;39;NULL
39046;315;96;NULL
39047;315;163;NULL
39048;315;162;NULL
39049;315;184;NULL
39050;315;185;NULL
39051;315;116;NULL
39052;315;55;NULL
39053;315;190;NULL
39054;315;54;NULL
39055;315;126;NULL
39056;315;57;NULL
39057;315;183;NULL
39058;315;62;NULL
39059;315;122;NULL
39060;315;61;NULL
