33781;70;137;NULL
33782;70;70;NULL
33783;70;66;NULL
33784;70;143;NULL
33785;70;79;NULL
33786;70;13;NULL
33787;70;192;NULL
33788;70;134;NULL
33789;70;155;NULL
33790;70;157;NULL
33791;70;158;NULL
33792;70;159;NULL
33793;70;24;NULL
33794;70;26;NULL
33795;70;94;NULL
33796;70;31;NULL
33797;70;90;NULL
33798;70;30;NULL
33799;70;102;NULL
33800;70;170;NULL
33801;70;103;NULL
33802;70;39;NULL
33803;70;161;NULL
33804;70;160;NULL
33805;70;184;NULL
33806;70;49;NULL
33807;70;117;NULL
33808;70;127;NULL
33809;70;178;NULL
33810;70;61;NULL
