38461;1372;2;NULL
38462;1372;138;NULL
38463;1372;65;NULL
38464;1372;66;NULL
38465;1372;7;NULL
38466;1372;12;NULL
38467;1372;195;NULL
38468;1372;74;NULL
38469;1372;21;NULL
38470;1372;22;NULL
38471;1372;82;NULL
38472;1372;93;NULL
38473;1372;146;NULL
38474;1372;147;NULL
38475;1372;30;NULL
38476;1372;171;NULL
38477;1372;103;NULL
38478;1372;169;NULL
38479;1372;101;NULL
38480;1372;38;NULL
38481;1372;36;NULL
38482;1372;111;NULL
38483;1372;106;NULL
38484;1372;167;NULL
38485;1372;44;NULL
38486;1372;105;NULL
38487;1372;184;NULL
38488;1372;113;NULL
38489;1372;188;NULL
38490;1372;176;NULL
