36091;1728;70;NULL
36092;1728;71;NULL
36093;1728;138;NULL
36094;1728;140;NULL
36095;1728;6;NULL
36096;1728;199;NULL
36097;1728;74;NULL
36098;1728;80;NULL
36099;1728;25;NULL
36100;1728;144;NULL
36101;1728;89;NULL
36102;1728;35;NULL
36103;1728;169;NULL
36104;1728;100;NULL
36105;1728;33;NULL
36106;1728;98;NULL
36107;1728;96;NULL
36108;1728;37;NULL
36109;1728;42;NULL
36110;1728;162;NULL
36111;1728;43;NULL
36112;1728;40;NULL
36113;1728;119;NULL
36114;1728;50;NULL
36115;1728;117;NULL
36116;1728;116;NULL
36117;1728;185;NULL
36118;1728;53;NULL
36119;1728;176;NULL
36120;1728;57;NULL
