32881;1611;138;NULL
32882;1611;71;NULL
32883;1611;141;NULL
32884;1611;8;NULL
32885;1611;130;NULL
32886;1611;11;NULL
32887;1611;72;NULL
32888;1611;73;NULL
32889;1611;85;NULL
32890;1611;152;NULL
32891;1611;17;NULL
32892;1611;25;NULL
32893;1611;95;NULL
32894;1611;26;NULL
32895;1611;171;NULL
32896;1611;103;NULL
32897;1611;175;NULL
32898;1611;99;NULL
32899;1611;46;NULL
32900;1611;106;NULL
32901;1611;47;NULL
32902;1611;118;NULL
32903;1611;55;NULL
32904;1611;190;NULL
32905;1611;115;NULL
32906;1611;112;NULL
32907;1611;178;NULL
32908;1611;59;NULL
32909;1611;58;NULL
32910;1611;57;NULL
