32911;512;137;NULL
32912;512;68;NULL
32913;512;2;NULL
32914;512;138;NULL
32915;512;141;NULL
32916;512;65;NULL
32917;512;66;NULL
32918;512;130;NULL
32919;512;192;NULL
32920;512;194;NULL
32921;512;153;NULL
32922;512;19;NULL
32923;512;87;NULL
32924;512;91;NULL
32925;512;151;NULL
32926;512;100;NULL
32927;512;32;NULL
32928;512;168;NULL
32929;512;175;NULL
32930;512;99;NULL
32931;512;111;NULL
32932;512;161;NULL
32933;512;40;NULL
32934;512;166;NULL
32935;512;165;NULL
32936;512;105;NULL
32937;512;51;NULL
32938;512;187;NULL
32939;512;54;NULL
32940;512;179;NULL
