36151;175;4;NULL
36152;175;143;NULL
36153;175;196;NULL
36154;175;131;NULL
36155;175;11;NULL
36156;175;12;NULL
36157;175;74;NULL
36158;175;155;NULL
36159;175;157;NULL
36160;175;80;NULL
36161;175;25;NULL
36162;175;145;NULL
36163;175;88;NULL
36164;175;28;NULL
36165;175;168;NULL
36166;175;175;NULL
36167;175;38;NULL
36168;175;96;NULL
36169;175;104;NULL
36170;175;44;NULL
36171;175;51;NULL
36172;175;50;NULL
36173;175;188;NULL
36174;175;52;NULL
36175;175;124;NULL
36176;175;63;NULL
36177;175;182;NULL
36178;175;62;NULL
36179;175;183;NULL
36180;175;61;NULL
